current_train_id,original_loc_timestamp,train_file_address,train_service_code,toc_id,dep_timestamp,division_code,loc_stanox,train_id,original_loc_stanox,reinstatement_timestamp
,,,12248822,23,1524154560000,23,36151,361H42MS19,,1524154020000
,,,12249820,23,1524152220000,23,36151,301F07MP19,,1524154680000
,,,24969000,88,1524151920000,88,87911,871A68MQ19,,1524154740000
,,,12248822,23,1524159600000,23,32530,321F92MV19,,1524157020000
,,,24659005,80,1524154920000,80,87601,882B81MR19,,1524157620000
,,,24743000,88,1524156960000,88,89439,871G45MR19,,1524159360000
,,,25462001,25,1524158760000,25,83631,832F49MU19,,1524160440000
,,KUM,52122425,00,1524145800000,00,23150,23623T1N19,,1524161040000
,,KSB,59418042,00,1524142800000,00,74703,74695SCM19,,1524161280000
,,,12233820,23,1524159960000,23,32000,322A92MV19,,1524162420000
,,L4U,56661501,00,1524160200000,00,42148,42534N1V19,,1524163500000
,,,11868821,23,1524168300000,23,18058,182O85MY19,,1524164160000
,,,24743000,88,1524177240000,88,87980,872F99M819,,1524166080000
,,,24743000,88,1524180300000,88,88239,882F12M919,,1524166140000
,,,24783000,88,1524166620000,88,87706,872G86MY19,,1524166980000
,,,25510006,25,1524167400000,25,73822,732W44MY19,,1524167580000
,,,25510006,25,1524167940000,25,73824,732A44MY19,,1524167580000
,,,12362822,23,1524167370000,23,33087,321N71MY19,,1524168840000
,,,24746000,88,1524163560000,88,87201,871F48MX19,,1524169740000
,,,24746000,88,1524163560000,88,87201,871F48MX19,,1524169920000
,,,21700001,61,1524168000000,61,54311,541N33MZ19,,1524170220000
,,,21725000,88,1524178320000,88,54311,541C82M819,,1524174180000
,,,24743000,88,1524169980000,88,89428,891G62MZ19,,1524174420000
,,,24969000,88,1524171600000,88,87201,871A18M719,,1524175860000
,,LL2,72030304,00,1524176880000,00,72410,72092T2819,,1524176880000
,,,22215003,30,1524178140000,30,52051,529A71M819,,1524178500000
,,,22215003,30,1524180960000,30,87625,879B73M919,,1524178500000
,,LCF,52155420,00,1524186690000,00,15400,15634VC919,,1524186240000
,,,22345000,71,1524195360000,71,40320,401H78M320,,1524189900000
,,,24784000,88,1524167640000,88,87801,872P33MY19,,1524193020000
,,LW6,56661501,00,1524197100000,00,70217,70579N1420,,1524197100000
,,,11817020,20,1524194700000,20,25701,251B59M320,,1524202500000
,,,25434000,71,1524204600000,71,64224,641V89M620,,1524204720000
,,,12297820,23,1524201900000,23,36191,365F25M520,,1524205200000
,,,22338000,71,1524213300000,71,40066,402D13MD20,,1524206100000
,,,22338000,71,1524209160000,71,40050,402D12MA20,,1524206100000
,,LN9,51300230,00,1524213360000,00,79780,34424PC919,,1524206340000
,,,25381001,33,1524207240000,33,50328,502W19M620,,1524208380000
,,,24650000,80,1524210960000,80,88422,882C92MB20,,1524208740000
,,,24655005,80,1524213180000,80,88401,882S20MD20,,1524208740000
,,L42,52406840,00,1524174960000,00,09150,07647YCV19,,1524211080000
