reason_code,current_train_id,original_loc_timestamp,train_file_address,train_service_code,toc_id,dep_timestamp,coo_timestamp,division_code,loc_stanox,train_id,original_loc_stanox
TG,,,,21737000,23,1523215500000,1523206740000,23,17132,301B31MU08,
VA,,,,22332000,29,1523208420000,1523210460000,29,66409,672S18MS08,
YI,,,,22272000,29,1523210700000,1523211120000,29,65316,652R39MW08,
M0,,,,21756006,22,1523219220000,1523211240000,22,23421,541D81MX08,
YI,,,,24602004,80,1523229090000,1523213640000,80,89363,881H08M808,
YI,,,,24629204,84,1523215800000,1523215440000,84,87171,872L61MY08,
VC,,,,22216000,30,1523218350000,1523217600000,30,72277,722C42MY08,
VC,,,,24680004,91,1523217810000,1523217900000,91,72031,722A45MY08,
VC,,,,24680004,91,1523218410000,1523218140000,91,72031,722A23MZ08,
VC,,,,22209000,29,1523220900000,1523218380000,29,70100,722Y59MY08,
XC,,,,22209000,29,1523221560000,1523218380000,29,70100,721U49MY08,
XC,,,,22209000,29,1523220600000,1523219100000,29,71040,722Y65MZ08,
VC,,,,22216000,30,1523219460000,1523219640000,30,72277,722D53MZ08,
M8,,,,24784000,88,1523223690000,1523220120000,88,87637,872R11M708,
VC,,,,24680004,91,1523220810000,1523220660000,91,72031,722A40MZ08,
,,,,22209000,29,1523217000000,1523221680000,29,72410,721U49MY08,
YI,,,,25470001,25,1523221440000,1523222100000,25,82101,751F35MY08,
YI,,,,22209000,29,1523222400000,1523222640000,29,70306,702K66M708,
YI,,,,24673305,84,1523226150000,1523223240000,84,87271,871D69M808,
XR,,,,25434000,71,1523222940000,1523224440000,71,76401,771W50M708,
VC,,,,24680004,91,1523219010000,1523224860000,91,72031,722A05MZ08,
VC,,,,24680004,91,1523219610000,1523224860000,91,72031,722A31MZ08,
VC,,,,24680004,91,1523220210000,1523224920000,91,72031,722A37MZ08,
VC,,,,24680004,91,1523221410000,1523224920000,91,72031,722A33MZ08,
YI,,,,25460001,25,1523223480000,1523224980000,25,76401,772C38M708,
XR,,,,25429000,71,1523227560000,1523225160000,71,76401,772G62M808,
YI,,,,22350000,23,1523224320000,1523225700000,23,30120,305N991708,
,,,,22350000,23,1523223600000,1523225760000,23,30120,305N991708,
TG,,,,22350000,23,1523224320000,1523225760000,23,30120,305N991708,
VC,,,,22216000,30,1523226660000,1523225760000,30,72277,722D47M808,
IS,,,,24602004,80,1523232690000,1523226120000,80,89363,881H10M908,
IB,,,,22218000,30,1523228160000,1523226660000,30,87568,529N71M808,
XR,,,,25444001,71,1523224110000,1523226780000,71,76627,772N29M708,
IB,,,,22215003,30,1523228340000,1523226840000,30,87568,529G651808,
TG,,1523226960000,,21235001,30,1523226960000,1523227320000,30,52737,522T32M808,52739
TB,,,,22216000,30,1523227470000,1523228100000,30,72313,722D46M808,
VC,,,,22209000,29,1523227920000,1523228220000,29,70100,722Y71M708,
IB,,,,22215003,30,1523229240000,1523228580000,30,87568,529G661908,
IB,,,,22216001,30,1523230140000,1523228700000,30,87568,525M701908,
TG,,,,21913000,21,1523227770000,1523229600000,21,52736,522H70M808,
VA,,,,22977000,29,1523252220000,1523229960000,29,43314,425W04M509,
YI,,,,22112002,65,1523230980000,1523232600000,65,65630,655D641908,
TB,,,,22180008,27,1523256480000,1523236620000,27,57403,251V81M609,
TX,,,,24680004,91,1523231640000,1523239140000,91,72031,722F25M908,
TG,,,,25375002,25,1523262540000,1523247720000,25,79304,801L42MB09,
M8,,,,11830820,23,1523257620000,1523249040000,23,16102,162C05M609,
MU,,,,24749000,88,1523256180000,1523250300000,88,87766,871E08M609,
TH,,,,23541003,60,1523257080000,1523251860000,60,03054,021B07M509,
J3,,,,24620204,84,1523253420000,1523252220000,84,86921,861B90M509,
TH,,,,25392003,25,1523252220000,1523253060000,25,67116,761P07M409,
TH,,,,12224110,23,1523258130000,1523253420000,23,33087,352H02M609,
YI,,,,22350000,23,1523255610000,1523254020000,23,29041,292S131609,
M8,,,,13560015,60,1523255280000,1523254200000,60,07327,042M17M609,
IF,,,,12325021,28,1523141370000,1523254980000,28,56221,262D27M807,
TH,,,,12242110,23,1523258820000,1523254980000,23,29061,292F87MA09,
TZ,,,,24784000,88,1523261640000,1523256780000,88,87222,872R15MB09,
,,,,23541003,60,1523252760000,1523257380000,60,02071,021B07M509,
YI,,,,22721000,88,1523249220000,1523257800000,88,87920,872W92M409,
YI,,,,12220821,23,1523265000000,1523258340000,23,31510,182F89MC09,
TG,,,,25471001,25,1523258220000,1523258760000,25,82101,862D03M509,
YI,,,,11830820,23,1523261190000,1523259540000,23,16102,162C67MB09,
,,,,11830820,23,1523260620000,1523259900000,23,16113,162C67MB09,
YI,,,,11830820,23,1523264670000,1523259900000,23,16102,162C57MD09,
YI,,,,24743000,88,1523224740000,1523260140000,88,88254,882D40M708,
TG,,,,12263310,29,1523261670000,1523260620000,29,65665,652W10MC09,
M8,,,,25482001,25,1523116860000,1523260740000,25,83421,832T21MQ07,
MD,,,,24744000,88,1523263020000,1523261460000,88,86321,862N12MC09,
YI,,,,22300000,29,1523267040000,1523262000000,29,36192,361L71MF09,
TG,,,,12272320,29,1523262930000,1523262120000,29,66501,662U16MC09,
M8,,,,13560015,60,1523263770000,1523262300000,60,04010,042H11MC09,
IC,,,,12242110,23,1523266740000,1523262720000,23,29005,292F89ME09,
,,,,24744000,88,1523262540000,1523263080000,88,86311,862N12MC09,
IC,,,,12224820,23,1523263080000,1523263140000,23,31510,315J31MC09,
TG,,,,21724000,88,1523265510000,1523263320000,88,53241,532J42ME09,
YI,,,,24652005,80,1523266530000,1523264880000,80,88477,882D38ME09,
MS,,,,22104001,65,1523266350000,1523264940000,65,43314,721D82MC09,
,,,,24652005,80,1523265900000,1523265120000,80,88491,882D38ME09,
YI,,,,12240820,23,1523268570000,1523266080000,23,35111,362J66MF09,
M1,,,,25506005,25,1523271780000,1523267520000,25,74237,742P35MH09,
XA,,1523144820000,,24652005,80,1523144820000,1523267700000,80,87245,872M58M907,87248
FO,,,,23563015,60,1523271630000,1523268540000,60,07253,062C26MH09,
M7,,,,23563015,60,1523269050000,1523268600000,60,07280,062C22MF09,
PG,,,,23575903,60,1523263980000,1523268720000,60,03401,032N52MD09,
MU,,,,24783000,88,1523275500000,1523269380000,88,87643,872G44MJ09,
TG,,,,21723000,88,1523268780000,1523269920000,88,54238,542V45MF09,
TB,,,,25470001,25,1523273250000,1523270160000,25,86313,861F16MI09,
YI,,,,22257000,29,1523261940000,1523270640000,29,66411,662W70MA09,
YI,,,,25530004,74,1523267520000,1523270700000,74,66436,692D14MF09,
M8,,,,13560015,60,1523273520000,1523271720000,60,07327,062H50MG09,
,,,,13560015,60,1523269560000,1523272020000,60,06109,062H50MG09,
M7,,,,13560015,60,1523272140000,1523272140000,60,06354,062M34MH09,
AC,,,,23563015,60,1523272350000,1523273460000,60,07479,072L21MI09,
YI,,,,25432000,71,1523279400000,1523274660000,71,79304,792B38ML09,
M0,,,,22340000,71,1523280600000,1523274660000,71,40320,401G40MI09,
YI,,,,12242110,23,1523284380000,1523274720000,23,31510,292F83MM09,
MN,,,,24746000,88,1523126100000,1523275380000,88,88254,881F53MV07,
YI,,,,25432000,71,1523292900000,1523276340000,71,79304,801W20MQ09,
TG,,,,24784000,88,1523277390000,1523276580000,88,87651,872R55MK09,
IT,,,,12349820,23,1523282940000,1523278200000,23,29150,292B37MN09,
YI,,,,24659005,80,1523281230000,1523278260000,80,87601,882E81MN09,
YI,,,,24657005,80,1523280720000,1523278320000,80,87601,882N38MM09,
VH,,,,24782000,88,1523281560000,1523279040000,88,87651,872S35MN09,
TZ,,,,22977000,29,1523277960000,1523279700000,29,67003,675T621K09,
YI,,,,12233820,23,1523285640000,1523280480000,23,32581,422A89MP09,
,,,,24623104,84,1522995540000,1523280900000,84,83461,831L22M606,
M8,,,,13560015,60,1523279070000,1523280960000,60,04010,042M21ML09,
IC,,,,12304212,64,1523281110000,1523281920000,64,36029,362O29MM09,
IC,,,,12303012,64,1523281620000,1523282220000,64,36053,362K28MN09,
,,,,25460001,25,1523134740000,1523282280000,25,77301,772C34M707,
M8,,,,25460001,25,1523138460000,1523282400000,25,81700,772C34M707,
M8,,,,24782000,88,1523286960000,1523283240000,88,87651,872S41MQ09,
IC,,,,22304003,64,1523282070000,1523283480000,64,36055,362G48MN09,
,,,,24782000,88,1523286240000,1523283600000,88,87671,872S41MQ09,
M0,,,,24782000,88,1523287320000,1523283600000,88,87643,872S41MQ09,
,,,,25471001,25,1523085780000,1523284320000,25,82114,822E17MA07,
,,,,24655000,80,1522947240000,1523284440000,80,88403,882S55MT05,
I1,,,,24655000,80,1522947360000,1523284440000,80,88404,882S55MT05,
M0,,,,22722000,88,1523290950000,1523285820000,88,87247,872O74MR09,
TG,,,,12357820,23,1523299620000,1523286900000,23,30120,321C561U09,
TX,,,,24680004,91,1523058120000,1523287200000,91,72031,722A31M906,
YI,,,,11817020,20,1523290800000,1523287320000,20,32000,321B84MR09,
YI,,,,12248822,23,1523289360000,1523287860000,23,32000,321F90MR09,
YI,,,,12233110,23,1523290920000,1523287980000,23,32000,322F78MS09,
YI,,,,21731000,20,1523291160000,1523287980000,20,32000,321P48MS09,
YI,,,,12232820,23,1523290410000,1523288340000,23,32581,422H42MR09,
M0,,,,24748000,88,1523291010000,1523288520000,88,87701,871C32MS09,
TH,,,,22209000,29,1523291190000,1523288580000,29,71040,722T81MS09,
YI,,,,12220821,23,1523295240000,1523289000000,23,31510,182N60MT09,
IC,,,,21939001,21,1523288580000,1523289780000,21,50049,501F49MR09,
M8,,,,25484001,25,1523293320000,1523289900000,25,67195,672F99MT09,
TG,,,,22721000,88,1523291880000,1523289960000,88,87911,872W50MS09,
TG,,,,12299820,23,1523295060000,1523290560000,23,36151,361N811U09,
YI,,,,21800000,23,1523291520000,1523290680000,23,15449,152N45MS09,
OU,,,,12224110,23,1523293320000,1523293320000,23,35111,355K63MT09,
YI,,,,21796000,23,1523295510000,1523293680000,23,12931,132A40MU09,
,,,,24748000,88,1523289960000,1523293740000,88,87201,871C32MS09,
YI,,,,21796000,23,1523298000000,1523293740000,23,12931,132A42MW09,
M8,,,,23576003,60,1523299020000,1523294220000,60,03401,032P38MW09,
YI,,,,24744000,88,1523300280000,1523294760000,88,86424,862N32MW09,
M0,,,,24748000,88,1523296980000,1523294760000,88,86451,861C91MV09,
,,,,21796000,23,1523297160000,1523294820000,23,13515,132A42MW09,
YI,,,,12233110,23,1523298180000,1523294820000,23,32000,322F82MW09,
YI,,,,21730001,20,1523297730000,1523295660000,20,32000,321S83MW09,
XA,,,,25447000,71,1523299710000,1523296320000,71,78215,782F78MW09,
YI,,,,21865000,23,1523305080000,1523296860000,23,25701,551Y56MY09,
XA,,,,25447000,71,1523300970000,1523297400000,71,78015,782F80MX09,
YI,,,,22215003,30,1523296440000,1523298300000,30,52074,529A51MV09,
ZX,,,,22215003,30,1523297340000,1523298600000,30,52074,529A52MW09,
VD,,,,24620204,84,1523302650000,1523299380000,84,86976,861W74MY09,
,,,,21865000,23,1523301420000,1523299440000,23,55247,551Y56MY09,
YI,,,,12362822,23,1523303160000,1523299500000,23,32000,321N711Y09,
TG,,,,21939001,21,1523300460000,1523301000000,21,50105,501F69MX09,
XR,,,,25460001,25,1523304960000,1523301060000,25,76401,772C91MZ09,
YI,,,,22215003,30,1523305440000,1523301840000,30,87603,529C59MY09,
XR,,,,22333000,27,1523304300000,1523302020000,27,76401,771M85MY09,
XR,,,,25434000,71,1523303340000,1523302080000,71,76401,771W98MY09,
IC,,,,22304003,64,1523283270000,1523302320000,64,36076,362G49MN09,
XR,,,,25434000,71,1523305860000,1523303040000,71,76401,771W76MZ09,
XR,,,,25470001,25,1523305350000,1523303040000,25,81700,771F99MY09,
XR,,,,25434000,71,1523309550000,1523303100000,71,76401,771W78M709,
IC,,,,12304212,64,1523282010000,1523303460000,64,36029,362O30MN09,
IC,,,,12301012,64,1523282670000,1523303520000,64,36072,362S31MN09,
R2,,,,25442000,71,1523304030000,1523303640000,71,78810,782M64MY09,
IA,,,,12303012,64,1523286120000,1523303700000,64,36053,362K33MP09,
IA,,,,12303012,64,1523287020000,1523303760000,64,36053,362K34MQ09,
IA,,,,12303012,64,1523287920000,1523303820000,64,36053,362K35MQ09,
XR,,,,25460001,25,1523311440000,1523304060000,25,81700,772C34M709,
YI,,,,25431000,71,1523305740000,1523304360000,71,79811,792G72MZ09,
YI,,,,22215003,30,1523307660000,1523304600000,30,87603,529A62MZ09,
M0,,,,22272000,29,1523305380000,1523305020000,29,65630,652N87MY09,
TX,,,,24680004,91,1523300610000,1523305440000,91,72031,722A42MX09,
XA,,,,24744000,88,1523299320000,1523305560000,88,86313,862S78MX09,
YI,,,,25375002,25,1523310000000,1523305920000,25,76401,791L96MZ09,
YI,,,,21724000,88,1523306460000,1523306040000,88,54238,542F54MZ09,
YI,,,,22350000,23,1523305770000,1523306100000,23,29041,292S111Z09,
YI,,,,22215003,30,1523299200000,1523307540000,30,87572,879B52MW09,
IA,,,,22333000,27,1523311440000,1523307720000,27,68089,771M87M709,
IA,,,,22333000,27,1523314050000,1523307720000,27,68089,771M89M709,
YI,,,,25444001,71,1523307210000,1523307720000,71,76627,772N31MZ09,
YI,,,,25434000,71,1523311920000,1523307900000,71,76401,771W80M709,
IA,,,,25470001,25,1523309040000,1523308080000,25,81700,771F37MZ09,
YI,,,,24659005,80,1523309430000,1523308740000,80,87601,882E67M709,
IB,,,,24749000,88,1523310300000,1523308860000,88,87766,871E68M709,
VD,,,,22215003,30,1523302200000,1523309760000,30,87572,879D55MY09,
YI,,,,21724000,88,1523308860000,1523309820000,88,54238,542B58M709,
,,,,22215003,30,1523300580000,1523309880000,30,87651,879D55MY09,
VB,,,,22215003,30,1523302200000,1523309880000,30,87572,879D55MY09,
VB,,,,22215003,30,1523297820000,1523310600000,30,52074,529C52MW09,
YI,,,,25429000,71,1523315610000,1523312460000,71,68089,682G75M909,
YI,,,,25431000,71,1523317080000,1523313600000,71,76401,792G74M809,
YI,,,,24744000,88,1523313990000,1523318760000,88,86241,861H38M809,
XR,,,,25450000,71,1523337120000,1523319720000,71,68089,785L43M310,
XR,,,,25444001,71,1523316480000,1523320560000,71,76627,772N35M909,
XR,,,,25444001,71,1523303820000,1523320620000,71,76627,772N29MY09,
XR,,,,25444001,71,1523310810000,1523320680000,71,76627,772N33M709,
ZX,,,,21725000,88,1523305050000,1523320860000,88,47221,461T21MY09,
TX,,,,24680004,91,1523311980000,1523333400000,91,72031,722A14M809,
YI,,,,25506005,25,1523338980000,1523335680000,25,74237,742P08M510,
IB,,,,24605004,80,1523339730000,1523336640000,80,88491,882R06M510,
IB,,,,24653005,80,1523338560000,1523336700000,80,88415,882K02M510,
YI,,,,25429000,71,1523339400000,1523339040000,71,68089,682L43M510,
TG,,,,21724000,88,1523339340000,1523339940000,88,53221,532J07M510,
IB,,,,24653005,80,1523339880000,1523340120000,80,88317,882K03M510,
,,,,21724000,88,1523339040000,1523340300000,88,53104,532J07M510,
TA,,,,25447000,71,1523343840000,1523340720000,71,78400,782C03M610,
IB,,,,24657005,80,1523342610000,1523340840000,80,87601,882I11M610,
MD,,,,23542003,60,1523345010000,1523343120000,60,01094,012H61MA10,
M8,,,,25462001,25,1523345760000,1523343600000,25,83421,832F07M610,
M7,,,,24621204,84,1523347980000,1523344800000,84,86031,872P15MB10,
YI,,,,22263000,29,1523348580000,1523345760000,29,65511,432K83MC10,
M7,,,,22272000,29,1523347320000,1523345880000,29,65343,652N16MB10,
YI,,,,12224820,23,1523349480000,1523347080000,23,31510,315J31MC10,
YI,,,,12272820,29,1523354160000,1523347140000,29,65630,662P23ME10,
IC,,,,12303012,64,1523280360000,1523347380000,64,36076,362K27MM09,
IC,,,,12303012,64,1523282160000,1523347440000,64,36076,362K29MN09,
PZ,,,,21788001,88,1523346420000,1523347980000,88,54238,543V32MB10,
XA,,,,21939001,21,1523310180000,1523348340000,21,50049,502F01M709,
J3,,,,12223820,23,1523355000000,1523348700000,23,31620,292B52MF10,
YI,,,,12272320,29,1523350530000,1523349360000,29,66501,662L18MD10,
YI,,,,25267000,71,1523352120000,1523349480000,71,42172,422V08ME10,
TG,,,,24787000,88,1523353530000,1523350080000,88,87611,872J16ME10,
IC,,,,25434000,71,1523354910000,1523350800000,71,42140,321V38MF10,
R1,,,,25466001,25,1523352570000,1523350980000,25,81259,812K11ME10,
YB,,,,22215003,30,1523353140000,1523351040000,30,52074,529A18MF10,
YI,,,,22306003,64,1523351970000,1523351760000,64,38200,402C11MD10,
TH,,,,12332320,29,1523350530000,1523352120000,29,65923,652C12MD10,
MD,,,,12305012,64,1523353740000,1523352960000,64,38151,382N14MF10,
XA,,,,23563015,60,1523356200000,1523353200000,60,07253,062C24MG10,
YI,,,,25484001,25,1523358210000,1523353860000,25,67195,671O98MH10,
YI,,,,22300000,29,1523355480000,1523354100000,29,36192,361L72MG10,
MD,,,,25462001,25,1523357460000,1523354100000,25,83624,832E40MH10,
XA,,,,23563015,60,1523355450000,1523354460000,60,07466,072B90MF10,
XA,,,,13572015,60,1523357160000,1523354520000,60,07466,072F21MG10,
M8,,,,21151900,23,1523357760000,1523354520000,23,09531,092H85MD10,
XA,,,,23563015,60,1523356740000,1523354640000,60,07945,072B89MG10,
XA,,,,23563015,60,1523355150000,1523354700000,60,07479,072L17MG10,
TX,,,,24680004,91,1523351550000,1523355060000,91,72031,722A26ME10,
XR,,,,25488001,25,1523304900000,1523355120000,25,81305,812C25MZ09,
MN,,,,13561015,60,1523359500000,1523355600000,60,06347,072V51MG10,
MN,,,,13561015,60,1523359500000,1523355600000,60,06347,072V51MG10,
YI,,,,25267000,71,1523359710000,1523355840000,71,42172,422J54MI10,
YI,,,,12231820,23,1523359260000,1523355840000,23,32571,432H17MH10,
XA,,,,23563015,60,1523357100000,1523355900000,60,07906,072B89MG10,
MN,,,,22721000,88,1523359590000,1523356200000,88,87701,871B21MI10,
MY,,,,25443000,71,1523359860000,1523356380000,71,77301,782D28MI10,
MY,,,,25448000,71,1523358180000,1523356380000,71,77301,782P35MG10,
YI,,,,24748000,88,1523358960000,1523356980000,88,86313,861C41MI10,
IC,,,,21733000,20,1523363880000,1523357100000,20,17132,321K12MJ10,
YI,,,,25434000,71,1523358510000,1523357160000,71,42140,321V39MH10,
YI,,,,25434000,71,1523362110000,1523357160000,71,42140,321V40MJ10,
TG,,,,24621204,84,1523361750000,1523357280000,84,87052,872P36MJ10,
YI,,,,24782000,88,1523360760000,1523357280000,88,87651,872S27MJ10,
YI,,,,21724000,88,1523350080000,1523358420000,88,53241,532J38MD10,
,,,,25448000,71,1523355420000,1523358540000,71,78351,782P35MG10,
M8,,,,24786000,88,1523363820000,1523358660000,88,87713,871G58MK10,
YI,,,,11871821,23,1523363430000,1523359200000,23,31033,312E47MK10,
MU,,,,25482001,25,1523362800000,1523359260000,25,83431,832B76MJ10,
M8,,,,22342000,71,1523365050000,1523359260000,71,41016,382J61ML10,
X2,,,,11830820,23,1523363820000,1523359500000,23,17105,162C27MK10,
IC,,,,11871821,23,1523364510000,1523360400000,23,18449,312E47MK10,
YI,,,,25434000,71,1523365710000,1523360580000,71,42140,321V42ML10,
M8,,1523366670000,,22329000,29,1523366670000,1523360580000,29,67116,761M66ML10,67195
,,,,24786000,88,1523362680000,1523360700000,88,87707,871G58MK10,
YI,,,,24657005,80,1523361720000,1523360700000,80,87601,882N32MJ10,
YI,,,,21731000,20,1523363160000,1523360700000,20,32000,321P32MK10,
IS,,,6ZT,23587003,60,1523362860000,1523361120000,60,03331,032K66MJ10,
X2,,,,11830920,23,1523361960000,1523361180000,23,16102,172C26MI10,
YI,,,,21732000,20,1523369460000,1523361480000,20,32000,361E87MM10,
YI,,,,21733000,20,1523364840000,1523361480000,20,32111,321K14ML10,
YI,,,,21865000,23,1523373480000,1523362440000,23,25701,551Y36MO10,
YI,,,,21733000,20,1523371110000,1523362740000,20,17132,321K16MN10,
M0,,,,24787000,88,1523364630000,1523363040000,88,87625,882H82ML10,
M8,,,,22342000,71,1523366820000,1523363640000,71,41130,382J61ML10,
YI,,,,12249820,23,1523368170000,1523363820000,23,35136,301F061N10,
YI,,,,21734000,20,1523368620000,1523364060000,20,32000,321P38MN10,
YI,,,,12254320,29,1523364180000,1523365140000,29,66409,662V26MK10,
TH,,,,22272000,29,1523364750000,1523365260000,29,65343,652R45ML10,
,,,,12249820,23,1523367000000,1523365860000,23,30120,301F061N10,
YI,,,,12249820,23,1523374620000,1523366040000,23,36151,301F071P10,
YI,,,,11874020,23,1523371650000,1523366460000,23,31033,312U33MO10,
YI,,,,11830920,23,1523365560000,1523366760000,23,16102,172C30MK10,
YI,,1523370570000,,24652005,80,1523370570000,1523367960000,80,87245,872M72MO10,87208
YI,,,,22812000,28,1523369040000,1523368080000,28,46014,452K48MN10,
YI,,1523373240000,,24650005,80,1523373240000,1523368140000,80,88403,872U46MQ10,87208
YI,,,,21734000,20,1523372220000,1523368620000,20,32000,321P42MP10,
YI,,,,12272320,29,1523369730000,1523369040000,29,66501,662P50MO10,
IH,,,,21732000,20,1523378430000,1523369160000,20,16416,161F81MR10,
TG,,,,12357820,23,1523386020000,1523369700000,23,30120,321C561U10,
XA,,,,25431000,71,1523371080000,1523369880000,71,79791,792G62MO10,
YI,,,,11871821,23,1523374200000,1523370180000,23,31033,312E53MQ10,
TG,,,,24785000,88,1523373210000,1523370420000,88,87681,872E65MP10,
M8,,,,23563015,60,1523371530000,1523370420000,60,07466,072B84MO10,
M0,,,,23563015,60,1523372400000,1523370840000,60,07253,062C02MP10,
YI,,,,12299820,23,1523374140000,1523371380000,23,36151,361N881Q10,
YI,,1523374170000,,24652005,80,1523374170000,1523371920000,80,87245,872M80MQ10,87208
,,,,24652005,80,1523373900000,1523372280000,80,87201,872M80MQ10,
YI,,,,25434000,71,1523376510000,1523372940000,71,42140,321V48MR10,
YI,,,,21731000,20,1523373960000,1523373780000,20,32000,321P44MQ10,
IC,,,,25434000,71,1523366700000,1523373960000,71,64224,771W93MI10,
IC,,,,22266000,29,1523377500000,1523374200000,29,65043,651J22MS10,
JK,,,,21801000,23,1523374980000,1523375220000,23,15661,152D37MR10,
YI,,,,25484001,25,1523379720000,1523375400000,25,67195,672F99MT10,
YJ,,,,21732000,20,1523392830000,1523375520000,20,16416,161F85MY10,
YI,,,,12272320,29,1523376930000,1523375760000,29,66501,662P62MS10,
M0,,,,23563015,60,1523379900000,1523375760000,60,06354,062L22MT10,
IC,,,,22261000,71,1523382210000,1523376660000,71,65043,691D16MU10,
TI,,,,24784000,88,1523386920000,1523377080000,88,87637,872R63MX10,
YI,,,,24605004,80,1523381520000,1523377080000,80,89428,892W58MT10,
XP,,,,23563015,60,1523378910000,1523377080000,60,07466,072B89MS10,
YI,,,,21732000,20,1523382300000,1523377380000,20,36711,361E91MU10,
YI,,,,21800000,23,1523382180000,1523377620000,23,15449,152W68MU10,
,,,,23563015,60,1523377380000,1523378160000,60,07957,072B89MS10,
XP,,,,23563015,60,1523378700000,1523378160000,60,07906,072B89MS10,
IC,,,,25535004,74,1523378670000,1523378580000,74,74436,741Y62MT10,
MD,,,,22721000,88,1523384430000,1523378640000,88,63201,871W96MT10,
TH,,,,25507005,25,1523392200000,1523378700000,25,74446,671P45MX10,
TB,,,,25442000,71,1523378730000,1523378760000,71,78810,782A46MT10,
TB,,,,25442000,71,1523379630000,1523379660000,71,78810,782M48MT10,
XP,,,,23563015,60,1523380800000,1523379900000,60,07466,072B94MT10,
YI,,,,21734000,20,1523382840000,1523380320000,20,32000,321P54MV10,
JK,,,,21801000,23,1523385120000,1523380740000,23,15866,152D47MV10,
IC,,,,22266000,29,1523384700000,1523380860000,29,65043,651J26MW10,
TX,,,,24680004,91,1523380980000,1523382720000,91,72031,722A11MU10,
YI,,,,12272320,29,1523384130000,1523383560000,29,66501,662P74MW10,
YI,,,,21731000,20,1523389200000,1523384640000,20,15866,121P65MY10,
YI,,,,22272000,29,1523382300000,1523385000000,29,65316,652R75MV10,
YI,,,,22272000,29,1523384640000,1523385000000,29,65316,652R79MW10,
YI,,,,24655005,80,1523388000000,1523385960000,80,88491,892F62MY10,
YI,,,,22272000,29,1523388150000,1523386440000,29,65343,652N84MY10,
IC,,,,24673205,84,1523391000000,1523386740000,84,87271,872J64MY10,
YI,,,,21730001,20,1523387940000,1523387040000,20,33087,321S85MX10,
YI,,,,24655005,80,1523389800000,1523387760000,80,88491,892F64MY10,
YI,,,,24655005,80,1523391180000,1523388780000,80,88491,882S68MY10,
YI,,,,24602004,80,1523388240000,1523388840000,80,87601,881H16MY10,
TH,,,,25484001,25,1523392380000,1523388900000,25,68089,682T47MZ10,
YI,,,,21730001,20,1523391360000,1523389260000,20,32000,321S98MZ10,
ZX,,,,12272320,29,1523389380000,1523389440000,29,65630,652R83MY10,
YI,,,,24602004,80,1523389380000,1523389500000,80,89351,892H72MY10,
,,,,21730001,20,1523390400000,1523390220000,20,32530,321S98MZ10,
YI,,,,21730001,20,1523393970000,1523390220000,20,30120,321S98MZ10,
YI,,,,12256320,29,1523390220000,1523390520000,29,65630,652A01MY10,
YI,,,,24602004,80,1523392260000,1523391840000,80,88285,885H97MZ10,
MC,,,,24745000,88,1523395890000,1523394420000,88,87801,872C55M710,
YI,,,,24655005,80,1523394840000,1523394480000,80,87601,882S74M710,
YI,,,,24659005,80,1523395560000,1523394540000,80,88424,882O73MZ10,
YI,,,,21730001,20,1523394990000,1523395080000,20,32000,321S99M710,
TG,,,,23563015,60,1523397630000,1523395140000,60,07253,062C30M710,
VI,,,,29936004,79,1523395560000,1523395260000,79,51309,512K741710,
,,,,29936004,79,1523395200000,1523395260000,79,51351,512K741710,
VI,,,,29936004,79,1523395560000,1523395260000,79,51309,512K751710,
IB,,1523398050000,,24653005,80,1523398050000,1523395920000,80,88491,881K12M710,88309
YI,,,,21913000,21,1523370060000,1523398200000,21,47221,472H39MO10,
IB,,1523402610000,,24653005,80,1523402610000,1523400540000,80,88491,882K04M910,88309
IB,,1523404410000,,24653005,80,1523404410000,1523401260000,80,88491,882K091910,88309
VH,,,,24602004,80,1523400840000,1523401560000,80,87601,881H30M810,
TG,,,,24676004,84,1523405040000,1523406360000,84,87261,875Y67M910,
ZX,,,,25913000,21,1523386890000,1523406540000,21,47412,522H50MW10,
IB,,,,24604004,80,1523406030000,1523406780000,80,87601,885J811011,
VH,,,,24647005,80,1523394720000,1523408400000,80,89473,891J71M710,
TX,,,,24680004,91,1523393010000,1523409240000,91,72031,722A13MZ10,
IB,,,,24653005,80,1523403630000,1523410980000,80,88415,882K911910,
MC,,,,21704001,61,1523395740000,1523412120000,61,04303,035S22MZ10,
OU,,,,25450000,71,1523421960000,1523422920000,71,40320,405D101411,
TH,,,,21731000,20,1523427060000,1523423640000,20,18474,161P07M511,
IB,,,,24655005,80,1523425860000,1523424780000,80,88410,882P05M511,
,,,,24655005,80,1523425320000,1523424840000,80,88451,882P05M511,
MU,,,,24783000,88,1523424810000,1523425320000,88,87671,872U92M511,
TB,,,,25516005,25,1523425140000,1523425440000,25,74237,745H06M511,
M1,,,,24968000,88,1523438010000,1523427420000,88,87637,872M25ME11,
TG,,,,24632104,84,1523427960000,1523427780000,84,87026,871A14M611,
YI,,,,24657005,80,1523429010000,1523428260000,80,87601,882I11M611,
YI,,,,24748000,88,1523429640000,1523428680000,88,86321,861C09M611,
YI,,,,24650005,80,1523429730000,1523428740000,80,87601,883E55M611,
IA,,,,23547003,60,1523432340000,1523428860000,60,02071,021T10MA11,
YI,,,,25506005,25,1523430060000,1523428920000,25,74237,742P15M611,
OU,,,,25530004,74,1523382600000,1523430060000,74,66421,665G74MV10,
MD,,,,25397003,25,1523444400000,1523430660000,25,84139,851A82ME11,
