reason_code,current_train_id,original_loc_timestamp,train_file_address,train_service_code,toc_id,dep_timestamp,coo_timestamp,division_code,loc_stanox,train_id,original_loc_stanox
IC,,,,24936004,79,1523431980000,1523431920000,79,51351,522D10MA11,
IC,,,,24936004,79,1523435580000,1523431980000,79,51351,521D14MC11,
IA,,,,23547003,60,1523436180000,1523432100000,60,02031,021H27MC11,
TG,,,,23542003,60,1523436810000,1523432220000,60,01031,012H61MA11,
IC,,,,12223820,23,1523437710000,1523432520000,23,31620,292B51MD11,
,,,,24968000,88,1523437800000,1523433540000,88,87701,872M25ME11,
YI,,,,22263000,29,1523436780000,1523433540000,29,65511,432A54MD11,
YI,,,,24968000,88,1523452410000,1523433540000,88,87637,872M33MM11,
IC,,,,24936004,79,1523433750000,1523434260000,79,51351,522D12NB11,
OB,,,,22215003,30,1523436840000,1523435460000,30,52074,529A15MD11,
IC,,,,28936004,79,1523436030000,1523435580000,79,51023,512R79MD11,
VD,,,,22332000,29,1523436300000,1523436300000,29,67116,672S20MD11,
IA,,,,23547003,60,1523439300000,1523436480000,60,02071,021T14ME11,
,,,,23547003,60,1523434740000,1523436840000,60,02071,021H27MC11,
,,,,24673205,84,1523390040000,1523437320000,84,87181,872J64MY10,
OB,,,,22215003,30,1523438640000,1523437860000,30,52074,529A17ME11,
YI,,,,25460001,25,1523441700000,1523438100000,25,76401,772C71MG11,
TH,,,,12224820,23,1523442810000,1523438160000,23,33087,352A06ME11,
YI,,1523390850000,,24673205,84,1523390850000,1523438280000,84,87411,872J64MY10,87169
TG,,,,13567015,60,1523441250000,1523439840000,60,07613,072J07MF11,
YI,,,,24655005,80,1523441640000,1523440620000,80,87601,882S26MG11,
YI,,,,22350000,23,1523442870000,1523441100000,23,29041,292S111G11,
IC,,,,25517005,25,1523446590000,1523441340000,25,74237,731K10MI11,
IC,,,,25517005,25,1523450220000,1523441460000,25,74237,731K12MK11,
IC,,,,25507005,25,1523449410000,1523441520000,25,74237,731D24MJ11,
IA,,,,23547003,60,1523444580000,1523441520000,60,02071,021B24MH11,
TB,,,,24786000,88,1523444820000,1523441940000,88,87713,871G52MH11,
YI,,,,24655005,80,1523445240000,1523442060000,80,87601,882S30MI11,
YI,,,,24655005,80,1523444760000,1523442780000,80,88451,892F28MH11,
YI,,,,12325021,28,1523444790000,1523442780000,28,56221,262D08MH11,
YI,,,,24748000,88,1523445360000,1523443260000,88,86313,861C41MI11,
YI,,,,21732000,20,1523448780000,1523443860000,20,16232,161F87MJ11,
YI,,,,24744000,88,1523446380000,1523444520000,88,86313,862N18MI11,
IA,,,,23547003,60,1523448300000,1523445600000,60,02071,021B28MJ11,
YI,,,,12263310,29,1523447490000,1523446500000,29,65671,652A59MJ11,
YI,,,,25482001,25,1523448390000,1523446920000,25,83471,832B76MJ11,
YI,,,,25442000,71,1523453160000,1523447940000,71,77301,782M32ML11,
TX,,,,24680004,91,1523434980000,1523448060000,91,72031,722A42MC11,
YI,,,,12240820,23,1523452170000,1523448720000,23,35111,362J62ML11,
YI,,,,24782000,88,1523450760000,1523449260000,88,87651,872S31ML11,
YI,,,,12249820,23,1523454180000,1523449920000,23,36151,301F051L11,
XP,,,,24749000,88,1523452860000,1523450040000,88,87753,872L31MM11,
YI,,,,24743000,88,1523456760000,1523450160000,88,88285,882D22MO11,
XP,,,,24786000,88,1523452020000,1523450160000,88,87713,871G60ML11,
XP,,,,24748000,88,1523457540000,1523450820000,88,86241,861C69MO11,
IB,,1523455740000,,24749000,88,1523455740000,1523450880000,88,87759,871E36MN11,87760
XP,,,,22721000,88,1523452080000,1523451060000,88,87911,872W38ML11,
XP,,,,24748000,88,1523453880000,1523451060000,88,86451,872B18MM11,
XP,,,,24748000,88,1523453820000,1523451240000,88,86451,861C55MN11,
XA,,,,24747000,88,1523456580000,1523451360000,88,87911,871A58MN11,
XP,,,,24969000,88,1523454300000,1523451420000,88,87911,871A63MM11,
XP,,,,22721000,88,1523453190000,1523451420000,88,87701,871B29MM11,
XP,,,,24748000,88,1523455740000,1523451480000,88,87911,871J74MN11,
YI,,,,22720000,88,1523463720000,1523452080000,88,87245,621W43MQ11,
IB,,,,24749000,88,1523452980000,1523452200000,88,87701,871E33MM11,
,,,,24749000,88,1523452080000,1523452200000,88,87601,871E33MM11,
YI,,,,12362822,23,1523458200000,1523452260000,23,33087,321N641O11,
XP,,,,24786000,88,1523453820000,1523452380000,88,87713,871G62MM11,
,,,,24786000,88,1523452680000,1523452500000,88,87707,871G62MM11,
XP,,,,24745000,88,1523452890000,1523452500000,88,87722,872A45MM11,
,,,,24748000,88,1523451720000,1523452500000,88,87941,872B18MM11,
XP,,,,24748000,88,1523457630000,1523452560000,88,86424,861C65MO11,
XP,,,,24748000,88,1523455380000,1523452560000,88,86451,861C59MN11,
YI,,,,11871821,23,1523461920000,1523453280000,23,31513,315F25MQ11,
XP,,,,22721000,88,1523460150000,1523453940000,88,87963,871B35MP11,
YI,,,,21725000,88,1523459460000,1523454060000,88,54238,479S391O11,
IB,,,,24749000,88,1523456640000,1523454120000,88,87701,871E37MO11,
YI,,,,22350000,23,1523451720000,1523454960000,23,30125,305P551L11,
,,,,12362822,23,1523456940000,1523454960000,23,32530,321N641O11,
,,,,22350000,23,1523450460000,1523454960000,23,30120,305P551L11,
XP,,,,24748000,88,1523461200000,1523455800000,88,86241,861C77MQ11,
YI,,,,22720000,88,1523460390000,1523456400000,88,63629,622T45MO11,
M7,,,,13561015,60,1523463900000,1523456880000,60,06347,072V47MQ11,
M0,,,,24743000,88,1523463960000,1523457180000,88,88285,882D28MS11,
M0,,,,24746000,88,1523462910000,1523457240000,88,88111,861H43MR11,
IB,,,,24650005,80,1523459100000,1523457360000,80,87601,882M44MP11,
XP,,,,24743000,88,1523462580000,1523457540000,88,88254,882D24MQ11,
M0,,,,24743000,88,1523466180000,1523459160000,88,88254,882D28MS11,
YI,,,,22114001,65,1523477280000,1523459220000,65,30120,079M61MV11,
YI,,,,25466001,25,1523460660000,1523459400000,25,81259,812K29MQ11,
IB,,,,24650005,80,1523460450000,1523459520000,80,87601,882M45MQ11,
YI,,,,12299820,23,1523464140000,1523460300000,23,36151,361N891S11,
YI,,,,21801000,23,1523462880000,1523460300000,23,15661,152D39MR11,
YI,,,,25392003,25,1523469960000,1523461800000,25,74446,671P40MV11,
YI,,,,24968001,88,1523468070000,1523461920000,88,87219,702O57MS11,
YI,,,,12299820,23,1523467860000,1523462820000,23,36151,361N811U11,
M8,,,,13560015,60,1523466660000,1523463300000,60,06211,062V66MT11,
M8,,,,13560015,60,1523465040000,1523463300000,60,06354,062E68MS11,
YI,,,,12362822,23,1523465130000,1523463420000,23,32000,321N661S11,
IS,,,,22332000,29,1523464800000,1523464020000,29,67116,672C62MT11,
XA,,,,25442000,71,1523465130000,1523464200000,71,78810,782A46MT11,
TG,,,,22720001,88,1523466120000,1523464440000,88,87245,632O89MS11,
XP,,,,22721000,88,1523465550000,1523464500000,88,87963,871B41MS11,
YI,,,,21732000,20,1523470260000,1523464500000,20,32000,361E91MU11,
IA,,,,23563015,60,1523465220000,1523464560000,60,07280,072S05MS11,
YI,,,,21723000,88,1523466360000,1523464620000,88,54238,542V14MT11,
YI,,,,21724000,88,1523466060000,1523464800000,88,54238,542F13MT11,
YI,,,,21724000,88,1523466660000,1523464800000,88,54238,542G15MT11,
IA,,,,23563015,60,1523465850000,1523465040000,60,07255,072S05MS11,
IS,,,,25484001,25,1523468760000,1523465160000,25,68089,672F99MT11,
,,,,23563015,60,1523463660000,1523465280000,60,07466,072S05MS11,
TB,,,,24744000,88,1523469390000,1523465520000,88,86241,861N26MV11,
YI,,,,21724000,88,1523467560000,1523465520000,88,54238,542G18MU11,
IS,,,,25392003,25,1523468010000,1523465700000,25,67116,671P42MU11,
YI,,,,21724000,88,1523468580000,1523465940000,88,53241,532J30MU11,
YI,,,,24743000,88,1523473500000,1523466240000,88,88254,882D34MW11,
TH,,,,24744000,88,1523467500000,1523466480000,88,86451,862P46MU11,
M8,,,,23578903,60,1523467920000,1523466600000,60,07301,052J75MU11,
YI,,,,21724000,88,1523466960000,1523466780000,88,54238,542B16MU11,
YI,,,,21788001,88,1523467380000,1523466780000,88,54238,533U19MU11,
YI,,,,12303012,64,1523467560000,1523466780000,64,36076,362K43MU11,
XA,,,,21936004,79,1523467470000,1523466900000,79,51007,511F23MU11,
M1,,,,13560015,60,1523469090000,1523466900000,60,06211,062H54MU11,
YI,,,,21724000,88,1523468850000,1523466900000,88,53248,532J27MV11,
YI,,,,12301012,64,1523471880000,1523467080000,64,36080,362S51MW11,
XP,,,,24746000,88,1523470140000,1523467200000,88,88111,861H51MV11,
YI,,,,12220821,23,1523470320000,1523467200000,23,32111,182M81MV11,
YI,,,,21788001,88,1523468040000,1523467260000,88,54238,533J21MU11,
XA,,,,21936004,79,1523470920000,1523467800000,79,51301,511B91MW11,
,,,,24744000,88,1523467080000,1523468040000,88,86441,862P46MU11,
XP,,,,24744000,88,1523469960000,1523468100000,88,86451,862N75MV11,
XP,,,,24745000,88,1523475450000,1523468160000,88,87911,871K52MX11,
MD,,,,22206000,30,1523471820000,1523468400000,30,87572,879M50MW11,
YI,,,,12303012,64,1523468460000,1523468520000,64,36076,362K44MV11,
M1,,,,13560015,60,1523469960000,1523469060000,60,06365,062H54MU11,
XA,,,,26936004,79,1523472630000,1523469120000,79,51531,521F22MX11,
XC,,,,21793000,23,1523471580000,1523469120000,23,13515,122N47MW11,
IS,,,,25507005,25,1523472780000,1523469240000,25,67116,671P45MX11,
XC,,,,21796000,23,1523470800000,1523469420000,23,12931,132A42MW11,
YI,,,,21724000,88,1523471760000,1523469600000,88,53241,532U38MW11,
IS,,,,25392003,25,1523486640000,1523469720000,25,67116,761P51M711,
IS,,,,25392003,25,1523476920000,1523469780000,25,67116,671P47MY11,
IR,,,,23563015,60,1523471310000,1523469840000,60,07275,062C16MW11,
XA,,,,24936004,79,1523470830000,1523470020000,79,52702,522D62MW11,
TH,,,,24968000,88,1523470500000,1523470320000,88,87637,872M55MW11,
,,,,26936004,79,1523471640000,1523470380000,79,52711,521F22MX11,
XA,,,,27936004,79,1523472540000,1523470440000,79,51023,512R31MX11,
XC,,,,21793000,23,1523478480000,1523470800000,23,13316,092N56MY11,
XA,,,,24936004,79,1523473920000,1523471340000,79,51531,512D69MW11,
,,,,24936004,79,1523471220000,1523471400000,79,51016,512D69MW11,
XA,,,,24936004,79,1523473530000,1523471520000,79,51023,512D71MX11,
YI,,,,21724000,88,1523472360000,1523471820000,88,54238,542B34MX11,
YI,,,,21723000,88,1523473860000,1523471940000,88,54238,542V39MX11,
XC,,,,21793000,23,1523481480000,1523473080000,23,12931,092N56MY11,
IC,,,,24632104,84,1523476680000,1523473200000,84,87026,871A68MY11,
IS,,,,25484001,25,1523475960000,1523473500000,25,68089,672T97MX11,
XC,,,,21796000,23,1523475000000,1523473860000,23,12931,132N50MX11,
XC,,,,21794000,23,1523477760000,1523474280000,23,12931,122N53MY11,
VA,,,,12304212,64,1523475060000,1523475360000,64,36076,365D29MY11,
TB,,,,24746000,88,1523477040000,1523475420000,88,87701,871F52MY11,
TB,,,,24748000,88,1523478900000,1523475720000,88,86241,861C99MZ11,
TB,,,,24744000,88,1523478960000,1523475780000,88,86321,862N36MZ11,
IS,,,,25392003,25,1523480580000,1523475960000,25,67116,671P49MZ11,
,,,,21796000,23,1523472180000,1523476320000,23,13316,132N50MX11,
IC,,,,24632104,84,1523480280000,1523476740000,84,87026,871A72MZ11,
XA,,,,21936004,79,1523475330000,1523478600000,79,51007,519B411Y11,
XA,,,,27936004,79,1523478120000,1523478780000,79,51531,519R751Y11,
IS,,,,25484001,25,1523483520000,1523479620000,25,67116,672T99M711,
X2,,,,23545003,60,1523475150000,1523480700000,60,06058,061Y482S11,
IS,,,,25484001,25,1523484510000,1523480700000,25,68071,672T99M711,
YI,,,,24672104,84,1523481600000,1523481600000,84,87106,742C70MZ11,
YI,,,,24788005,88,1523479920000,1523481960000,88,87681,875U97MZ11,
XA,,,,29936004,79,1523481960000,1523482560000,79,51309,512K751711,
XA,,,,21936004,79,1523484330000,1523484720000,79,51007,519B511711,
YI,,1523485980000,,22206000,30,1523485980000,1523485620000,30,87203,879M67M811,87232
XB,,,,24672104,84,1523487360000,1523486460000,84,87004,742C78M811,
TB,,,,22112002,65,1523509950000,1523490240000,65,30120,325C31M312,
IS,,,,22332000,29,1523485620000,1523494620000,29,67116,672S94M811,
OU,,,,25450000,71,1523506680000,1523506980000,71,40320,405D02M312,
YI,,,,24746000,88,1523509920000,1523508720000,88,86424,861H05M512,
OU,,,,25450000,71,1523508360000,1523508960000,71,40320,405D101412,
YI,,,,25434000,71,1523524110000,1523509620000,71,42140,321V37MD12,
IB,,,,24748000,88,1523511180000,1523510280000,88,86424,861C51M512,
IR,,,,24788005,88,1523508480000,1523510460000,88,86451,865N06M412,
MU,,,,24743000,88,1523517480000,1523510640000,88,88285,871G09M612,
TB,,,,24784000,88,1523512440000,1523511420000,88,87637,872P09M512,
TG,,,,21724000,88,1523512860000,1523512020000,88,54238,542F02M512,
TG,,,,21724000,88,1523514240000,1523512020000,88,53241,532J08M612,
M8,,,,24650005,80,1523514900000,1523513640000,80,87601,882M10M612,
I5,,,,24748000,88,1523513460000,1523514660000,88,86241,861C92M512,
YI,,,,24748000,88,1523512500000,1523514660000,88,86321,861C01M512,
YI,,,,24744000,88,1523514870000,1523514720000,88,86241,861N02M612,
YI,,,,24744000,88,1523511360000,1523514720000,88,86321,862N06M512,
M8,,,,24650000,80,1523517300000,1523514720000,80,88415,882U56M612,
M8,,,,21381001,33,1523517780000,1523516040000,33,50333,522W14M612,
MU,,,,25443000,71,1523520090000,1523516580000,71,77301,782D08MB12,
IS,,,,22329000,29,1523517360000,1523516640000,29,67195,671M55MA12,
IS,,,,25392003,25,1523511420000,1523516700000,25,67116,761P07M412,
YI,,,,21731000,20,1523528220000,1523517240000,20,16416,121F65ME12,
TB,,,,22204000,30,1523518560000,1523517240000,30,72275,872L58MA12,
M8,,,,24659005,80,1523523990000,1523517480000,80,88464,882O23MC12,
XA,,,,12349820,23,1523524080000,1523517540000,23,29150,292B33MC12,
TG,,,,25381001,33,1523518440000,1523518200000,33,50431,502C17MA12,
YI,,,,25473001,25,1523519520000,1523519040000,25,84207,842G64MB12,
YI,,,,22214000,30,1523520720000,1523519700000,30,72275,872N16MB12,
YI,,,,22204000,30,1523521350000,1523519700000,30,72242,872L70MC12,
YI,,,,12240820,23,1523522490000,1523519820000,23,35111,362W60MC12,
TB,,1523530500000,,24788005,88,1523530500000,1523520420000,88,87201,875J37MH12,87613
M8,,,,22720002,88,1523529720000,1523520720000,88,87245,632E27MG12,
M8,,,,23563015,60,1523524740000,1523523540000,60,07466,072B86MD12,
M8,,,,23563015,60,1523526420000,1523523600000,60,07466,072B85ME12,
TH,,,,12349820,23,1523526630000,1523524260000,23,29150,312N57ME12,
YI,,,,21727000,88,1523530770000,1523524980000,88,54238,459J571F12,
YI,,,,21734000,20,1523529150000,1523527980000,20,15316,151P31MG12,
YI,,,,24658005,80,1523534340000,1523528760000,80,88466,892A34MI12,
MN,,,,13560015,60,1523531280000,1523529900000,60,06211,072E67MG12,
TG,,,,22720002,88,1523544120000,1523530200000,88,87245,632E43MO12,
YI,,,,12299820,23,1523536140000,1523533500000,23,36151,361N851K12,
TH,,,,25443000,71,1523535360000,1523535060000,71,77301,782R10MK12,
TH,,,,25443000,71,1523537160000,1523535720000,71,77301,782D36ML12,
TG,,,,25392003,25,1523556360000,1523535900000,25,74446,671P40MV12,
MU,,,,25467001,25,1523524860000,1523537040000,25,81700,812U08MD12,
M0,,,,25470001,25,1523539350000,1523537520000,25,81700,771F17ML12,
YI,,,,24746000,88,1523547300000,1523538360000,88,88254,881F41MP12,
TG,,1523540190000,,24784000,88,1523540190000,1523538780000,88,87701,872R63MM12,87651
TG,,,,24787000,88,1523540670000,1523538960000,88,88405,872J53MN12,
XW,,,,23563015,60,1523540280000,1523538960000,60,07490,072L07MN12,
YI,,,,24784000,88,1523542080000,1523540220000,88,87801,872P43MN12,
YI,,,,24785000,88,1523542410000,1523540400000,88,87681,872E57MN12,
TH,,,,12254320,29,1523545380000,1523541600000,29,66409,662K42MP12,
IB,,,,22722000,88,1523548560000,1523542080000,88,63252,872O66MP12,
IB,,,,22720001,88,1523547000000,1523542200000,88,87245,632O77MP12,
XW,,,,23563015,60,1523543430000,1523543040000,60,07253,062C40MO12,
,,,,22722000,88,1523543820000,1523543340000,88,87671,872O66MP12,
MC,,,,12357820,23,1523547210000,1523543820000,23,11720,111U71MP12,
YI,,,,24647005,80,1523545500000,1523544240000,80,89473,891J45MP12,
YI,,,,22332000,29,1523551020000,1523544480000,29,66409,652C56MR12,
M7,,,,25466001,25,1523547060000,1523545140000,25,81259,812K29MQ12,
IB,,,,13560015,60,1523548710000,1523545140000,60,06354,062H46MQ12,
YI,,,,24782000,88,1523547960000,1523545680000,88,87651,872S45MR12,
IB,,,,13560015,60,1523546490000,1523545860000,60,06211,062H44MP12,
,,,,13561015,60,1523460540000,1523546340000,60,07301,072V47MQ11,
YI,,,,22722000,88,1523548560000,1523546460000,88,63252,872O66MP12,
YI,,,,24787000,88,1523547000000,1523546760000,88,87637,872J64MQ12,
,,,,12254320,29,1523544000000,1523547000000,29,66444,662K42MP12,
YI,,,,24655005,80,1523548140000,1523547780000,80,88451,882F47MR12,
IB,,,,13560015,60,1523549850000,1523547960000,60,06710,062H46MQ12,
IB,,,,13560015,60,1523550570000,1523548680000,60,06354,062H16MR12,
MD,,,,24673305,84,1523549970000,1523549040000,84,87681,871D48MS12,
XC,,,,21725000,88,1523553420000,1523549700000,88,47221,461T69MT12,
YI,,,,24748000,88,1523546160000,1523550360000,88,86313,861C73MQ12,
XC,,,,21726000,88,1523552160000,1523551020000,88,47221,472T59MT12,
YI,,,,25434000,71,1523556570000,1523551320000,71,42140,321V58MV12,
YI,,1523556630000,,24748000,88,1523556630000,1523551800000,88,86441,861C93MU12,86424
XC,,,,21899002,21,1523554080000,1523552160000,21,46273,471K80MU12,
YI,,,,21913000,21,1523553660000,1523552520000,21,47221,472H51MU12,
IB,,,,13560015,60,1523553420000,1523552580000,60,06136,062E72MU12,
TH,,,,12254320,29,1523560200000,1523552640000,29,66409,662J77MX12,
MC,,,,22354000,23,1523551380000,1523552880000,23,11231,112C43MR12,
XA,,,,21725000,88,1523554050000,1523553120000,88,53004,471C09MU12,
XC,,,,22268000,27,1523556060000,1523553960000,27,47221,471N65MU12,
XC,,,,21916400,21,1523555670000,1523554620000,21,47214,465H20MV12,
MD,,,,25913000,21,1523561730000,1523554740000,21,46273,521H86MW12,
VA,,,,13560015,60,1523556360000,1523554980000,60,06365,062H54MU12,
YI,,,,12357820,23,1523555130000,1523555100000,23,32000,321C561U12,
YI,,,,22209001,29,1523547240000,1523555580000,29,70306,703A91MQ12,
MD,,,,21913000,21,1523565630000,1523556240000,21,47412,522H58MY12,
XC,,,,21725000,88,1523555340000,1523556240000,88,47221,461T11MU12,
IV,,,,24785000,88,1523561160000,1523556420000,88,87687,872E99MY12,
M7,,,,12240820,23,1523559510000,1523557380000,23,35111,362J61MX12,
M8,,,,25460001,25,1523562900000,1523558160000,25,81700,772C89MY12,
M7,,,,12225820,23,1523561340000,1523558280000,23,35111,352J70MX12,
YI,,,,24744000,88,1523559360000,1523558580000,88,86241,861N28MX12,
YI,,,,22350000,23,1523561820000,1523558940000,23,29043,292S191Y12,
YI,,,,25466001,25,1523559330000,1523559240000,25,81240,812K39MX12,
MD,,,,11820820,23,1523560560000,1523559360000,23,17033,172S52MY12,
VA,,,,23563015,60,1523563710000,1523561160000,60,06359,062L10MY12,
YI,,,,21725000,88,1523562780000,1523562900000,88,46255,461T79MY12,
YI,,,,24748000,88,1523567460000,1523565120000,88,86451,872B00MZ12,
,,,,24748000,88,1523565180000,1523565300000,88,87941,872B00MZ12,
TG,,,,29936004,79,1523568360000,1523566620000,79,51309,512K751712,
OU,,,,13572015,60,1523569560000,1523566620000,60,07466,072F25M712,
OU,,,,25370002,25,1523573340000,1523570040000,25,81700,815C28M812,
XC,,,,21234001,30,1523571690000,1523570340000,30,51955,512D65M812,
VD,,,,11820820,23,1523571420000,1523571000000,23,17033,172S60M812,
YI,,,,24744000,88,1523571540000,1523576340000,88,86313,862N40M812,
XC,,,,21234001,30,1523569890000,1523576520000,30,51955,512D63M712,
XC,,,,21726000,88,1523553780000,1523580120000,88,53104,531R55MU12,
OU,,,,25450000,71,1523593080000,1523585880000,71,40320,405D02M313,
TG,,,,21730001,20,1523600070000,1523594640000,20,32000,321S32M513,
OU,,,,25450000,71,1523594760000,1523594760000,71,40320,405D101413,
TG,,,,21726000,88,1523598810000,1523594820000,88,53015,532R25M513,
I5,,,,27936004,79,1523596410000,1523595960000,79,51531,512R51M413,
TG,,,,22350000,23,1523599950000,1523597280000,23,29150,292S111513,
TG,,,,25506005,25,1523600280000,1523598720000,25,74237,742P11M513,
I5,,,,27936004,79,1523598870000,1523598960000,79,51023,512R57M513,
TG,,,,21737000,23,1523607900000,1523599680000,23,17132,301B09M613,
YI,,,,25506005,25,1523600340000,1523599800000,25,74237,741P01M613,
TG,,,,21724000,88,1523601630000,1523599920000,88,54103,542F04M613,
MD,,,,22323000,28,1523601390000,1523600640000,28,57013,572A13M613,
YI,,,,25482001,25,1523602590000,1523601060000,25,83471,832T05M613,
XC,,,,21234001,30,1523566290000,1523601540000,30,51955,512D59MZ12,
