current_train_id,train_file_address,train_service_code,revised_train_id,train_id,event_timestamp
,8BX,56120621,47447HCT27,47621SCT27,1524833544000
,8FN,53790120,86606TCP27,86707KCP27,1524839691000
,,54761000,880L36CY27,886L36CY27,1524858660000
,8G2,51426331,21475HCK27,21666SCK27,1524841543000
,8IP,51425330,15070QCM27,15685SCM27,1524842091000
,,52495100,82076QCV27,82625TCV27,1524850200000
,8JD,59430443,79078QCS27,79692SCS27,1524842885000
,8QC,59430443,79092QCX27,79651TCX27,1524846777000
,8MW,56120634,59020R1V27,59627T1V27,1524853339000
,8BZ,56120631,46413ICX27,46623SCX27,1524856130000
,8VI,52495100,86642UCY27,86723KCY27,1524858135000
,8YH,57610212,51040R2Z27,51646U2Z27,1524858808000
,8YU,56121720,73725KC827,73652UC827,1524859577000
,8YQ,51425330,76055RC727,76650UC727,1524863478000
,929,56609010,74070RC927,74449IC927,1524866860000
,94E,57120320,73602VC028,73731KC028,1524870895000
,927,54761000,460O35C128,466O35C128,1524874363000
,99P,52160344,31662VC328,31498IC328,1524880108000
,,51610410,89401JCE28,89667VCE28,1524906660000
,997,51426930,76013SC428,76654VC428,1524882547000
,99S,56121720,52737KC428,52663VC428,1524885890000
,8R3,57622770,39024SCZ27,39663TCZ27,1524886260000
,9FA,55463780,890B20C528,894B20C528,1524893880000
,9J8,57620785,79674W1F28,79440J1F28,1524905711000
,9J2,57622770,39075SCF28,39650WCF28,1524906720000
,9MU,50510170,36084SCI28,36083SCI28,1524908231000
,9GJ,57120320,58609XCB28,58740KCB28,1524911861000
,9Q5,54606070,36012TCM28,36465JCM28,1524917631000
,9PI,53790125,76029T1L28,76613X1L28,1524921564000
,9VH,55460092,454D79CU28,456D79CU28,1524934168000
,9Z2,53121220,45083T2Y28,45641Y2Y28,1524939573000
,,23579003,09175M2X28,09174M2X28,1524942000000
,,22788002,87506U3A29,87505U3A29,1524981480000
,ADZ,51464780,234H80CW29,236H80CW29,1525016250000
,,21799000,15524U2829,15523U2829,1525041780000
,ATB,59120003,73759KC330,73687CC330,1525056196000
,AYE,52407540,23042VC630,23486KC630,1525064508000
,,55460180,230R80CA30,234R80CA30,1525072320000
,AHE,51425230,79062VCY29,79632BCY29,1525071556000
,AYA,59120003,88767KCK30,88653DCK30,1525071728000
,B3D,53790121,22093VCD30,22604ECD30,1525075425000
,B6Z,59120043,74658ECF30,74774KCF30,1525076307000
,B8D,53790120,22014WCG30,22657ECG30,1525078121000
,B9E,51425330,76016WCH30,76684ECH30,1525078200000
22014WCG30,B8D,53790120,22064WCG30,22657ECG30,1525083070000
,B9X,95998090,09069WCP30,09690ECP30,1525083840000
,BCQ,59430641,79079WCJ30,79628FCJ30,1525086081000
,,52190590,10094WCY30,10694FCY30,1525116660000
,B9F,56120622,47483L1P30,47685E1P30,1525091398000
,BJI,51425230,09004XCS30,09607GCS30,1525092076000
,BGQ,54606570,86009XCN30,86670FCN30,1525093440000
,BK7,53790120,86627GCP30,86784KCP30,1525093477000
,,95998090,42629G3Y30,42785K3Y30,1525117140000
,BLU,56609010,74018XCP30,74496LCP30,1525095234000
,B6C,59120020,73641GCP30,73773KCP30,1525095450000
,BNN,52495100,88027XCN30,88650GCN30,1525096992000
,BR6,52495100,86676GCY30,86793KCY30,1525100398000
,B8N,52160345,46415M1R30,46674E1R30,1525100451000
,BJH,51426930,77056XCS30,77606GCS30,1525103193000
09004XCS30,BJI,51425230,09607GCS30,09607GCS30,1525106879000
,BPP,56120631,46455MCX30,46658GCX30,1525110462000
,BZE,51425330,76092XC730,76664HC730,1525114340000
,C07,53790121,88095XCZ30,88707LCZ30,1525116192000
,,22721000,87203BMZ30,87202BMZ30,1525121640000
,C9H,57622970,34028YC930,34693IC930,1525126440000
,C7Y,56609010,74044YC930,74402NC930,1525129473000
,CC5,51426930,15048YC101,15621JC101,1525130216000
,CDS,52190590,09056YCB01,09638JCB01,1525132380000
,,57610212,89061YC501,89646JC501,1525152780000
,CEG,59120020,82653JC001,82718LC001,1525134796000
